,Claim Reference,Policy Year,Policy Description,Directorate Description,Department Name,Incident Date,Notification Date,Status Flag,Payment Year,Payment Date,Payment Type, Amount,Cause Description,Injury Description,Damage Description
2317,N2PUL000109,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,ASHBURTON PLAYING FIELDS,2012-04-19,2012-06-25,CLOSED,2016,2016-10-13,Fees - Own Solicitor,6579.0,Falls / Slips - Other,Legs Strains/Sprains,
2318,N2PUL000243,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-22,2012-11-30,CLOSED,2016,2016-10-17,Fees - TP Solicitor,5000.0,Carriageway - Uneven Surface,Wrist Broken/fractured,
2319,N2PUL000457,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2013-02-22,2013-03-07,CLOSED,2016,2016-10-18,Fees Own Solicitor,375.0,Tree Roots / Subsidence,,Structural
2320,N3PUL000339,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-12-31,2014-01-02,CLOSED,2016,2016-10-18,Fees - TP Solicitor,890.0,Carriageway - Obstruction,,Vehicle
2321,N3PUL000339,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-12-31,2014-01-02,CLOSED,2016,2016-10-18,Compensation Payment,2800.0,Carriageway - Obstruction,,Vehicle
2322,N3PUL000270,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-07-16,2013-11-15,CLOSED,2016,2016-10-25,Fees - TP Solicitor,3000.0,Carriageway - Pothole,Foot Injury,
2323,N2PUL000178,2012,Public Liability,OPERATIONS NOT NOW INSURED,Fairchildes Primary,2012-09-05,2012-09-18,CLOSED,2016,2016-10-25,Compensation Payment,3500.0,Defective Equipment - Other,Arms Cuts/Scars,
2324,N2PUL000182,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-07-12,2012-10-08,CLOSED,2016,2016-10-26,CRU,3020.0,Footways - Kerbs,Ankle Broken/fractured,
2325,N5PUL000010,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2015-04-14,2015-04-17,CLOSED,2016,2016-10-27,Compensation payment,1400.0,Tree Roots / Subsidence,,
2326,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2016,2016-10-27,Compensation payment,4500.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2327,N6PUL000035,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2016-06-07,2016-06-07,CLOSED,2016,2016-11-01,Compensation Payment,1550.0,Tree Roots / Subsidence,,Personal Property
2328,N3PUL000209,2013,Public Liability,OPERATIONS NOT NOW INSURED,Kingsley Primary,2013-05-15,2013-09-06,CLOSED,2016,2016-11-02,Fees - Own Solicitor,506.0,Falls / Slips - Other,Legs Cuts/Scars,
2329,N3PUL000165,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-19,2013-09-03,CLOSED,2016,2016-11-02,Fees - Own Solicitor,1161.0,Footways - Manhole,Legs Bruising/Swelling,
2330,N4PUL000065,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2014-04-14,2014-06-18,CLOSED,2016,2016-11-03,Fees - Own Solicitor,231.0,Falls / Slips - Steps,Foot Injury,
2331,N4PUL000313,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2015-01-09,2015-03-03,CLOSED,2016,2016-11-04,Fees - TP Solicitor,600.0,Footways - Pothole,Legs Bruising/Swelling,
2332,N0MF000170,2010,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Youth Centres,2011-02-16,2011-02-22,CLOSED,2016,2016-11-04,Compensation Payment,3101.58,Collision - Turning Right,,Paintwork
2333,N0MF000170,2010,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Youth Centres,2011-02-16,2011-02-22,CLOSED,2016,2016-11-04,Fees - TP Solicitor,14051.45,Collision - Turning Right,,Paintwork
2334,N6PUL000100,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-08-06,2016-08-10,CLOSED,2016,2016-11-07,Fees - TP Solicitor,50.0,Footways - Pothole,Arms Broken Bones,
2335,N0PUL000086,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-06-01,2010-06-09,CLOSED,2016,2016-11-10,Fees - TP Solicitor,20000.0,Tree Roots / Subsidence,,Structural
2336,N6MF000030,2016,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2016-09-29,2016-09-29,OPEN,2016,2016-11-11,Compensation payment,1464.18,Collision - Hit rear,,Bodywork - Minor
2337,N2MF000109,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2013-01-28,2013-01-28,CLOSED,2016,2016-11-11,Compensation payment,13600.0,Collision - Hit rear,,Bumper - Front
2338,N3PUL000116,2013,Public Liability,OPERATIONS NOT NOW INSURED,Broadmead Primary,2013-06-05,2013-07-05,CLOSED,2016,2016-11-15,CRU,627.0,Other,Arms Broken Bones,
2339,N3PUL000297,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2013-04-10,2013-11-08,CLOSED,2016,2016-11-15,Fees - Own Solicitor,1045.0,Footways - Pothole,Legs Bruising/Swelling,
2340,N4PUL000320,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2015-02-17,2015-02-19,CLOSED,2016,2016-11-16,Fees Own Solicitor,650.0,Tree Roots / Subsidence,,Structural
2341,N1PUL000281,2011,Public Liability,OPERATIONS NOT NOW INSURED,Archbishop Lanfranc School,2012-01-10,2012-02-14,CLOSED,2016,2016-11-17,Fees - Own Solicitor,232.0,Footways - Slabs,Wrist Broken/fractured,
2342,N1EL000001,2011,Employers Liability,ADULT SOCIAL SERVICES,Cherry Orchard DC,2011-07-25,2011-08-09,CLOSED,2016,2016-11-17,CRU,737.0,Other,Psychological,
2343,N4PUL000153,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-08-09,2014-09-29,CLOSED,2016,2016-11-17,Fees - Own Solicitor,1157.0,Carriageway - Pothole,Foot Injury,
2344,N4PUL000045,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-17,2014-06-04,CLOSED,2016,2016-11-17,Fees - Own Solicitor,1165.0,Footways - Slabs,Wrist Broken/fractured,
2345,N3PUL000015,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-04-17,2013-04-24,CLOSED,2016,2016-11-17,Fees - Own Solicitor,2480.0,Footways - Roots,Combination Bruising/Swelling,
2346,N2MF000109,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2013-01-28,2013-01-28,CLOSED,2016,2016-11-17,Fees - Own Solicitor,2535.0,Collision - Hit rear,,Bumper - Front
2347,N1EL000010,2011,Employers Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2011-10-26,2012-03-20,CLOSED,2016,2016-11-18,Fees - Own Solicitor,322.0,Other,Psychological,
2348,N0PUL000158,2010,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Thomas More,2010-05-21,2010-09-16,CLOSED,2016,2016-11-18,Fees - Own Solicitor,414.0,Defective Premises,Combination Bruising/Swelling,
2349,N4PUL000391,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2014-10-01,2015-09-18,OPEN,2016,2016-11-18,Fees - Own Solicitor,984.0,Negligence of Council Worker,Head Psychological,Unknown
2350,N4PUL000068,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2014-04-18,2014-06-24,CLOSED,2016,2016-11-18,Fees - Own Solicitor,3128.97,Defective Equipment - Other,Bruising/Swelling,
2351,N0PUL000387,2010,Public Liability,OPERATIONS NOT NOW INSURED,Norbury Manor Business College for Girls,2010-01-26,2010-05-19,OPEN,2016,2016-11-21,Fees Own Solicitor,300.0,Defective Premises,Bruising/Swelling,
2352,N4PUL000193,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,CANTERBURY ROAD,2014-10-11,2014-11-13,CLOSED,2016,2016-11-21,Fees - Own Solicitor,810.0,Falls / Slips - Uneven surface,Bruising/Swelling,
2353,N6FB000004,2016,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Norbury Manor Primary,2016-06-23,2016-06-24,CLOSED,2016,2016-11-21,Fees Own Solicitor,1189.0,Storm Damage - Flash Floods,,Various
2354,N2PUL000238,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-11-05,2012-11-08,CLOSED,2016,2016-11-22,Fees - Own Solicitor,36.0,Tree Roots / Subsidence,,Structural
2355,N6SAR000004,2016,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Priory  SLD & Autism,2016-07-04,2016-07-22,CLOSED,2016,2016-11-22,Compensation payment,343.0,Accidental Damage,,Windows
2356,N2MF000099,2012,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Housing - Other,2012-12-10,2012-12-10,CLOSED,2016,2016-11-22,Fees - Own Solicitor,402.0,Collision - Turning Left,,
2357,N6PUL000033,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2016-04-13,2016-05-27,CLOSED,2016,2016-11-22,Fees - TP Solicitor,600.0,Falls / Slips - Uneven surface,Torso Broken Bones,
2358,N2PUL000174,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-08-23,2012-09-10,CLOSED,2016,2016-11-22,Fees - Own Solicitor,630.0,Tree Roots / Subsidence,,Structural
2359,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2016,2016-11-22,Fees - Own Solicitor,760.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2360,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2016,2016-11-22,Fees - Own Solicitor,1402.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2361,N0PUL000086,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-06-01,2010-06-09,CLOSED,2016,2016-11-22,Fees - Own Solicitor,1785.0,Tree Roots / Subsidence,,Structural
2362,N2PUL000238,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-11-05,2012-11-08,CLOSED,2016,2016-11-22,Fees - Own Solicitor,2059.0,Tree Roots / Subsidence,,Structural
2363,N6FB000004,2016,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Norbury Manor Primary,2016-06-23,2016-06-24,CLOSED,2016,2016-11-22,Compensation payment,11615.0,Storm Damage - Flash Floods,,Various
2364,N6PUL000061,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2016-07-04,2016-07-05,OPEN,2016,2016-11-23,Fees Own Solicitor,500.0,Tree Roots / Subsidence,,Structural
2365,N6PUL000005,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2016-04-06,2016-04-11,CLOSED,2016,2016-11-23,Compensation payment,527.63,Water Damage - Other,,Personal Property
2366,N4PUL000180,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2014-09-15,2014-09-29,CLOSED,2016,2016-11-23,Fees - Own Solicitor,544.0,Tree Roots / Subsidence,,Structural
2367,N4PUL000054,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2014-05-21,2014-05-23,CLOSED,2016,2016-11-23,Fees - Own Solicitor,561.0,Tree Roots / Subsidence,,Structural
2368,N3PUL000519,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2014-01-13,2014-01-22,CLOSED,2016,2016-11-23,Fees Own Solicitor,913.0,Tree Roots / Subsidence,,Structural
2369,N6SAR000006,2016,Schools All Risks,OPERATIONS NOT NOW INSURED,Park Hill Junior,2016-09-04,2016-09-07,CLOSED,2016,2016-11-25,Compensation payment,592.0,Malicious Damage/Vandalism - External,,Electrics
2370,N1PUL000276,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Car Parking,2012-01-24,2012-01-31,CLOSED,2016,2016-11-25,Fees Own Solicitor,620.0,Tree Roots / Subsidence,,Structural
2371,N5PUL000379,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2016-01-07,2016-08-18,CLOSED,2016,2016-11-25,Compensation payment,1300.0,Tree Roots / Subsidence,,Structural
2372,N6FB000009,2016,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Keston Primary,2016-09-06,2016-09-07,CLOSED,2016,2016-11-25,Compensation payment,4500.0,Other,,Drive/Hardstanding
2373,N5SAR000008,2015,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Heavers Farm Primary,2015-11-13,2015-12-11,CLOSED,2016,2016-11-25,Compensation payment,6738.0,Accidental Damage,,Furnishings
2374,N3PUL000047,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Goldcrest Youth Club,2013-04-16,2013-05-08,CLOSED,2016,2016-11-28,Compensation Payment,5000.0,Defective Premises,Legs Cuts/Scars,
2375,N4EL000008,2014,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Kensington Avenue Primary,2015-03-19,2015-03-27,CLOSED,2016,2016-11-29,Compensation payment,2050.0,Falls/Slips,Back Strains/Sprains,
2376,N0EL000018,2010,Employers Liability,"CHILDREN, FAMILIES & LEARNERS",Victoria House  PRU,2011-01-17,2012-09-14,CLOSED,2016,2016-11-30,Fees - Own Solicitor,5437.0,Other,Back Bruising/Swelling,
2377,N6PUL000033,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2016-04-13,2016-05-27,CLOSED,2016,2016-12-05,Fees - TP Solicitor,600.0,Falls / Slips - Uneven surface,Torso Broken Bones,
2378,N6PUL000033,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2016-04-13,2016-05-27,CLOSED,2016,2016-12-05,Fees - TP Solicitor,692.0,Falls / Slips - Uneven surface,Torso Broken Bones,
2379,N6PUL000033,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Tenancy & Neighbourhood Services,2016-04-13,2016-05-27,CLOSED,2016,2016-12-05,Compensation payment,3324.0,Falls / Slips - Uneven surface,Torso Broken Bones,
2380,N6PUL000164,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2016-11-03,2016-11-03,OPEN,2016,2016-12-05,Compensation payment,4647.1,Defective Premises,,Personal Property
2381,N4FB000002,2014,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2014-06-19,2014-06-20,CLOSED,2016,2016-12-05,Compensation payment,13618.93,Malicious Damage/Vandalism - External,,Roof
2382,N3FB000012,2013,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-11-27,2013-11-27,CLOSED,2016,2016-12-05,Compensation payment,18911.22,Malicious Damage/Vandalism - Internal,,Structural
2383,N2FB000036,2012,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-03-30,2013-04-17,CLOSED,2016,2016-12-05,Compensation payment,44322.78,Malicious Damage/Vandalism - External,,Various
2384,N3FB000003,2013,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-06-10,2013-06-19,CLOSED,2016,2016-12-05,Compensation payment,85212.02,Malicious Damage/Vandalism - External,,Various
2385,N2FB000026,2012,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-01-03,2013-01-04,CLOSED,2016,2016-12-05,Compensation payment,221814.64,Fire - Arson,,Extensive
2386,N5PUL000071,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Parks,2015-06-20,2015-07-09,CLOSED,2016,2016-12-08,Fees - TP Solicitor,2600.0,Footways - Other,Legs Other:,
2387,N5PUL000071,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,Parks,2015-06-20,2015-07-09,CLOSED,2016,2016-12-08,Compensation payment,6500.0,Footways - Other,Legs Other:,
2388,N5EL000003,2015,Employers Liability,DEVELOPMENT & ENVIRONMENT,Cemetries,2015-11-12,2015-12-07,CLOSED,2016,2016-12-09,Fees - TP Solicitor,300.0,Collision,Legs Bruising/Swelling,
2389,N2PUL000243,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-08-22,2012-11-30,CLOSED,2016,2016-12-12,CRU,615.0,Carriageway - Uneven Surface,Wrist Broken/fractured,
2390,N6IF000002,2016,Insurance Fund,OPERATIONS NOT NOW INSURED,St. Peters Primary,2016-09-14,2016-09-19,CLOSED,2016,2016-12-12,Compensation payment,980.0,Accidental Damage,,Windows
2391,N0PUL000718,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2011-03-21,2013-03-19,CLOSED,2016,2016-12-13,CRU,585.0,Footways - Kerbs,Legs Other:,
2392,N6PUL000181,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2016-11-20,2016-11-28,CLOSED,2016,2016-12-14,Compensation payment,75.0,Carriageway - Pothole,,Vehicle
2393,N6MF000028,2016,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2016-09-24,2016-09-26,CLOSED,2016,2016-12-15,Compensation payment,1037.05,Collision - Side on,,
2394,N4PUL000068,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2014-04-18,2014-06-24,CLOSED,2016,2016-12-15,Compensation Payment,1200.0,Defective Equipment - Other,Bruising/Swelling,
2395,N4PUL000388,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-11-16,2015-08-14,CLOSED,2016,2016-12-16,Fees - TP Solicitor,1360.0,Footways - Uneven Surface,Legs Strains/Sprains,
2396,N3PUL000297,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2013-04-10,2013-11-08,CLOSED,2016,2016-12-16,Compensation Payment,3000.0,Footways - Pothole,Legs Bruising/Swelling,
2397,N6MF000033,2016,Motor Fleet,CHIEF EXECUTIVES OFFICE,Asset & Facilities Management,2016-10-14,2016-10-26,CLOSED,2016,2016-12-16,Compensation payment,4467.47,Collision - Reversing,,Bodywork - Minor
2398,N5PN000001,2015,Professional Negligence,ADULT SOCIAL SERVICES,ADULT SOCIAL SERVICES,2015-08-23,2016-05-18,CLOSED,2016,2016-12-21,Compensation payment,3600.0,Negligence of Council Worker,,
2399,N2PUL000240,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2012-10-21,2012-11-26,CLOSED,2016,2016-12-21,Fees - TP Solicitor,15000.0,Footways - Uneven Surface,Combination Bruising/Swelling,
2400,N3PUL000297,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2013-04-10,2013-11-08,CLOSED,2016,2016-12-23,Fees - TP Solicitor,4461.0,Footways - Pothole,Legs Bruising/Swelling,
2401,N1PUL000137,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,COULSDON MEMORIAL GROUND,2011-09-21,2011-09-22,CLOSED,2016,2016-12-23,Fees - TP Solicitor,6382.1,Footways - Uneven Surface,Broken Bones,
2402,N1PUL000214,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2011-12-09,2011-12-16,CLOSED,2016,2016-12-30,Compensation Payment,15500.0,Tree Roots / Subsidence,,Structural
2403,N1PUL000400,2011,Public Liability,ADULT SOCIAL SERVICES,ADULT SOCIAL SERVICES,2011-09-02,2014-05-13,CLOSED,2017,2017-01-03,Compensation payment,10000.0,Other,Legs Broken Bones,
2404,N3PUL000209,2013,Public Liability,OPERATIONS NOT NOW INSURED,Kingsley Primary,2013-05-15,2013-09-06,CLOSED,2017,2017-01-05,Compensation payment,3200.0,Falls / Slips - Other,Legs Cuts/Scars,
2405,N5EL000003,2015,Employers Liability,DEVELOPMENT & ENVIRONMENT,Cemetries,2015-11-12,2015-12-07,CLOSED,2017,2017-01-09,Fees - TP Solicitor,600.0,Collision,Legs Bruising/Swelling,
2406,N5EL000003,2015,Employers Liability,DEVELOPMENT & ENVIRONMENT,Cemetries,2015-11-12,2015-12-07,CLOSED,2017,2017-01-09,CRU,647.0,Collision,Legs Bruising/Swelling,
2407,N5EL000003,2015,Employers Liability,DEVELOPMENT & ENVIRONMENT,Cemetries,2015-11-12,2015-12-07,CLOSED,2017,2017-01-09,Compensation Payment,730.0,Collision,Legs Bruising/Swelling,
2408,N6MF000036,2016,Motor Fleet,DEVELOPMENT & ENVIRONMENT,STUBBS MEAD DEPOT,2016-11-28,2016-11-29,CLOSED,2017,2017-01-09,Compensation Payment,759.9,Collision - Hit parked vehicle,,Bodywork - Minor
2409,N1PUL000136,2011,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2011-06-24,2011-09-28,CLOSED,2017,2017-01-09,CRU,781.0,Defective Equipment - Other,Ankle Broken/fractured,
2410,N3PUL000047,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Goldcrest Youth Club,2013-04-16,2013-05-08,CLOSED,2017,2017-01-09,Fees - TP Solicitor,4705.76,Defective Premises,Legs Cuts/Scars,
2411,N5EL000003,2015,Employers Liability,DEVELOPMENT & ENVIRONMENT,Cemetries,2015-11-12,2015-12-07,CLOSED,2017,2017-01-09,Compensation Payment,5500.0,Collision,Legs Bruising/Swelling,
2412,N2PUL000047,2012,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2012-04-25,2012-05-10,CLOSED,2017,2017-01-10,Fees Own Solicitor,225.0,Tree Roots / Subsidence,,Structural
2413,N5PUL000147,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,ANNES PLACE,2015-07-15,2015-10-07,CLOSED,2017,2017-01-10,Fees - TP Solicitor,300.0,Defective Premises,Bruising/Swelling,
2414,N5PUL000147,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,ANNES PLACE,2015-07-15,2015-10-07,CLOSED,2017,2017-01-10,Fees - TP Solicitor,600.0,Defective Premises,Bruising/Swelling,
2415,N3PUL000047,2013,Public Liability,"CHILDREN, FAMILIES & LEARNERS",Goldcrest Youth Club,2013-04-16,2013-05-08,CLOSED,2017,2017-01-10,Fees - TP Solicitor,2000.0,Defective Premises,Legs Cuts/Scars,
2416,N5PUL000147,2015,Public Liability,DEVELOPMENT & ENVIRONMENT,ANNES PLACE,2015-07-15,2015-10-07,CLOSED,2017,2017-01-10,Compensation Payment,3506.8,Defective Premises,Bruising/Swelling,
2417,N4FB000002,2014,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2014-06-19,2014-06-20,CLOSED,2017,2017-01-11,Fees Own Solicitor,610.8,Malicious Damage/Vandalism - External,,Roof
2418,N3FB000012,2013,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-11-27,2013-11-27,CLOSED,2017,2017-01-11,Fees Own Solicitor,708.14,Malicious Damage/Vandalism - Internal,,Structural
2419,N2FB000036,2012,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-03-30,2013-04-17,CLOSED,2017,2017-01-11,Fees Own Solicitor,1134.0,Malicious Damage/Vandalism - External,,Various
2420,N3FB000003,2013,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-06-10,2013-06-19,CLOSED,2017,2017-01-11,Fees Own Solicitor,2064.8,Malicious Damage/Vandalism - External,,Various
2421,N2FB000026,2012,Fire Blanket,CHIEF EXECUTIVES OFFICE,Estates & Valuation,2013-01-03,2013-01-04,CLOSED,2017,2017-01-11,Fees Own Solicitor,3494.46,Fire - Arson,,Extensive
2422,N4PUL000391,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2014-10-01,2015-09-18,OPEN,2017,2017-01-12,Fees - Own Solicitor,574.0,Negligence of Council Worker,Head Psychological,Unknown
2423,N6PUL000149,2016,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing Responsive Repairs,2016-10-21,2016-10-21,CLOSED,2017,2017-01-12,Compensation payment,850.0,Damp / Condensation,,Personal Property
2424,N3EL000020,2013,Employers Liability,DEVELOPMENT & ENVIRONMENT,Highways,2013-06-11,2015-07-27,CLOSED,2017,2017-01-12,Fees - Own Solicitor,2920.0,Defects In Footways:,Back Bruising/Swelling,
2425,N3PUL000297,2013,Public Liability,DEVELOPMENT & ENVIRONMENT,Housing - Other,2013-04-10,2013-11-08,CLOSED,2017,2017-01-16,Fees - Own Solicitor,740.0,Footways - Pothole,Legs Bruising/Swelling,
2426,N4PUL000066,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-13,2014-06-24,OPEN,2017,2017-01-17,Compensation Payment,1000.0,Carriageway - Obstruction,Combination,
2427,N4PUL000379,2014,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2014-04-07,2015-06-09,CLOSED,2017,2017-01-19,Fees - TP Solicitor,2789.0,Footways - Kerbs,Legs Other:,
